Tensegrity Inverse Kinematics Results
Parameters:
Dimensionality, Timestamp, Nodes, Cables, Bars, Computation Method
2, 28-Nov-2018_10-31-24, 8, 4, 6, rigid body
Rest Lengths: row = timestep and col = cable no.
0.74631,0.73977,0.52884,0.55809
0.74681,0.73929,0.5284,0.55852
0.7473,0.73881,0.52796,0.55896
0.7478,0.73833,0.52753,0.5594
0.7483,0.73786,0.52709,0.55984
0.74879,0.73738,0.52665,0.56028
0.74929,0.7369,0.52621,0.56072
0.74978,0.73641,0.52578,0.56116
0.75027,0.73593,0.52534,0.5616
0.75077,0.73545,0.5249,0.56203
0.75126,0.73497,0.52446,0.56247
0.75176,0.73449,0.52403,0.56291
0.75225,0.73401,0.52359,0.56335
0.75275,0.73353,0.52315,0.56379
0.75324,0.73305,0.52271,0.56422
0.75373,0.73257,0.52227,0.56466
0.75423,0.73209,0.52183,0.5651
0.75472,0.7316,0.52139,0.56554
0.75521,0.73112,0.52095,0.56597
0.75571,0.73064,0.52052,0.56641
0.7562,0.73016,0.52008,0.56685
0.75669,0.72968,0.51964,0.56728
0.75718,0.72919,0.5192,0.56772
0.75767,0.72871,0.51876,0.56816
0.75817,0.72823,0.51832,0.56859
0.75866,0.72774,0.51788,0.56903
0.75915,0.72726,0.51744,0.56947
0.75964,0.72678,0.517,0.5699
0.76013,0.72629,0.51656,0.57034
0.76062,0.72581,0.51612,0.57077
0.76112,0.72533,0.51568,0.57121
0.76161,0.72484,0.51524,0.57164
0.7621,0.72436,0.5148,0.57208
0.76259,0.72387,0.51436,0.57251
0.76308,0.72339,0.51391,0.57295
0.76357,0.72291,0.51347,0.57338
0.76406,0.72242,0.51303,0.57382
0.76455,0.72194,0.51259,0.57425
0.76504,0.72145,0.51215,0.57469
0.76553,0.72097,0.51171,0.57512
0.76602,0.72048,0.51127,0.57556
0.76651,0.72,0.51082,0.57599
0.76699,0.71951,0.51038,0.57642
0.76748,0.71902,0.50994,0.57686
0.76797,0.71854,0.5095,0.57729
0.76846,0.71805,0.50906,0.57773
0.76895,0.71757,0.50861,0.57816
0.76944,0.71708,0.50817,0.57859
0.76992,0.71659,0.50773,0.57903
0.77041,0.71611,0.50729,0.57946
0.7709,0.71562,0.50684,0.57989
0.77139,0.71513,0.5064,0.58032
0.77188,0.71465,0.50596,0.58076
0.77236,0.71416,0.50551,0.58119
0.77285,0.71367,0.50507,0.58162
0.77334,0.71318,0.50463,0.58205
0.77382,0.7127,0.50418,0.58249
0.77431,0.71221,0.50374,0.58292
0.7748,0.71172,0.5033,0.58335
0.77528,0.71123,0.50285,0.58378
0.77577,0.71075,0.50241,0.58421
0.77625,0.71026,0.50196,0.58464
0.77674,0.70977,0.50152,0.58508
0.77722,0.70928,0.50108,0.58551
0.77771,0.70879,0.50063,0.58594
0.77819,0.7083,0.50019,0.58637
0.77868,0.70781,0.49974,0.5868
0.77916,0.70732,0.4993,0.58723
0.77965,0.70683,0.49885,0.58766
0.78013,0.70635,0.49841,0.58809
0.78062,0.70586,0.49796,0.58852
0.7811,0.70537,0.49752,0.58895
0.78159,0.70488,0.49707,0.58938
0.78207,0.70439,0.49662,0.58981
0.78255,0.7039,0.49618,0.59024
0.78304,0.7034,0.49573,0.59067
0.78352,0.70291,0.49529,0.5911
0.784,0.70242,0.49484,0.59153
0.78449,0.70193,0.49439,0.59196
0.78497,0.70144,0.49395,0.59238
0.78545,0.70095,0.4935,0.59281
0.78593,0.70046,0.49306,0.59324
0.78642,0.69997,0.49261,0.59367
0.7869,0.69948,0.49216,0.5941
0.78738,0.69899,0.49172,0.59453
0.78786,0.69849,0.49127,0.59496
0.78834,0.698,0.49082,0.59538
0.78882,0.69751,0.49037,0.59581
0.7893,0.69702,0.48993,0.59624
0.78979,0.69652,0.48948,0.59667
0.79027,0.69603,0.48903,0.59709
0.79075,0.69554,0.48858,0.59752
0.79123,0.69505,0.48814,0.59795
0.79171,0.69455,0.48769,0.59837
0.79219,0.69406,0.48724,0.5988
0.79267,0.69357,0.48679,0.59923
0.79315,0.69307,0.48634,0.59965
0.79363,0.69258,0.4859,0.60008
0.79411,0.69209,0.48545,0.60051
0.79459,0.69159,0.485,0.60093
0.79506,0.6911,0.48455,0.60136
0.79554,0.69061,0.4841,0.60178
0.79602,0.69011,0.48365,0.60221
0.7965,0.68962,0.4832,0.60264
0.79698,0.68912,0.48275,0.60306
0.79746,0.68863,0.48231,0.60349
0.79793,0.68813,0.48186,0.60391
0.79841,0.68764,0.48141,0.60434
0.79889,0.68714,0.48096,0.60476
0.79937,0.68665,0.48051,0.60519
0.79984,0.68615,0.48006,0.60561
0.80032,0.68566,0.47961,0.60603
0.8008,0.68516,0.47916,0.60646
0.80128,0.68467,0.47871,0.60688
0.80175,0.68417,0.47826,0.60731
0.80223,0.68367,0.47781,0.60773
0.8027,0.68318,0.47736,0.60815
0.80318,0.68268,0.47691,0.60858
0.80366,0.68219,0.47645,0.609
0.80413,0.68169,0.476,0.60942
0.80461,0.68119,0.47555,0.60985
0.80508,0.6807,0.4751,0.61027
